,coordinates,date,hashtags,language,source,text,user
10,,Wed Feb 13 17:34:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@iamvictor__ When she must have claimed to be 3rd daughter of Barack Obama! It'd be a colossal damage to her fake p… https://t.co/e9Cv042nRx,E4Emmanuel_
11,,Wed Feb 13 17:34:26 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@mmpadellan @tblucas51 @realDonaldTrump Brooklyn Dad Defiant:
""No matter what you do, trump, you'll NEVER measure u… https://t.co/n3Uva8AO7n",alohatsunami
12,,Wed Feb 13 17:34:21 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @gatewaypundit: The Russia Collusion Sham: More and More Evidence Leads Back to the Most Corrupt President Ever - Barack Hussein Obama @…,LeftBiasedMedia
13,,Wed Feb 13 17:34:20 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @brainburp13: Obama was out to stop Donald Trump from being President.

The Russia Collusion Sham: More and More Evidence Leads Back to…",MrDiddy85
14,,Wed Feb 13 17:34:19 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SocialismStench: The Russia Collusion Sham: More &amp;  More evidence Leass back  to the Most Corrupt President Ever - Barack Hussein Obama…,ambinc1
15,,Wed Feb 13 17:34:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @vonitambrown: How Barack Obama failed black Americans: https://t.co/xKkMsXRMU8,LTM_RBG_321
16,,Wed Feb 13 17:34:07 +0000 2019,"[{'text': 'Obamagate', 'indices': [19, 29]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @protrumpuk: 🇬🇧 #Obamagate
🇺🇸 The Russia Collusion Sham: More &amp; More Evidence Leads Back to the Most Corrupt President Ever, Barack Huss…",SabatineAnn
17,,Wed Feb 13 17:34:04 +0000 2019,[],en,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @mmpadellan: I want to thank @realDonaldTrump for reminding us DAILY what a real, intelligent, caring, charismatic, cool, honest, dignif…",tjsokewl
18,,Wed Feb 13 17:34:00 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @gatewaypundit: The Russia Collusion Sham: More and More Evidence Leads Back to the Most Corrupt President Ever - Barack Hussein Obama @…,miamicanes1
19,,Wed Feb 13 17:33:57 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kerry was invited to these mtgs but not Adm Rogers. Could it be because Rogers, the Director of the NSA, was not pa… https://t.co/r2ItgMKH0O",NvrRyan
20,,Wed Feb 13 17:33:53 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @irritatedwoman: The Russia Collusion Sham: More and More Evidence Leads Back to the Most Corrupt President Ever - Barack Hussein Obama…,Swecid
21,,Wed Feb 13 17:33:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SocialismStench: The Russia Collusion Sham: More &amp;  More evidence Leass back  to the Most Corrupt President Ever - Barack Hussein Obama…,BlaggDonna
22,,Wed Feb 13 17:33:52 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @gatewaypundit: The Russia Collusion Sham: More and More Evidence Leads Back to the Most Corrupt President Ever - Barack Hussein Obama @…,pikarasukaru
23,,Wed Feb 13 17:33:51 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mmpadellan: I want to thank @realDonaldTrump for reminding us DAILY what a real, intelligent, caring, charismatic, cool, honest, dignif…",G23free
24,,Wed Feb 13 17:33:45 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @1Romans58: Barry was the crime boss of the deep state, he must be held accountable. 

The Russia Collusion Sham: More and More Evidence…",Mywalktorestor1
25,,Tue Feb 12 00:38:47 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Has anyone died yet because of Net Neutrality being repealed?,TrumpStudents
26,,Wed Feb 13 03:41:00 +0000 2019,[],en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Former FCC Chairman @tewheels testified before the House Subcommittee on Communications and Technology on the impor… https://t.co/BF1a2iDiMa,BrookingsInst
27,,Mon Feb 11 22:26:17 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The big wild card here is net neutrality, honestly. I would GUESS Netflix remains a one-price-gets-you-everything s… https://t.co/L0B3hCk2mE",tvoti
28,,Wed Feb 13 17:34:37 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @didikins4life: Sen. Cory Gardner (R-CO) is an opponent of the Obama-era FCC policies on net neutrality, referring to the regulations as…",buccos4vr
29,,Wed Feb 13 17:33:40 +0000 2019,"[{'text': 'BTLR', 'indices': [69, 74]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @mgeist: Managed to see @Bell executive summary submission to the #BTLR. Plenty of discussion of consumers paying millions for local TV…,MikeBabulic
30,,Wed Feb 13 17:33:36 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cIaiborne: This adderall got me ready to singlehandedly save net neutrality,ry_cot
31,,Wed Feb 13 17:33:06 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @freepress: Last week, three Republicans in the House introduced three fake Net Neutrality bills that would destroy the open internet. W…",suna_snackey
32,,Wed Feb 13 17:31:03 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @didikins4life: Sen. Cory Gardner (R-CO) is an opponent of the Obama-era FCC policies on net neutrality, referring to the regulations as…",Apples4Grannies
33,,Wed Feb 13 17:28:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @didikins4life: Sen. Cory Gardner (R-CO) is an opponent of the Obama-era FCC policies on net neutrality, referring to the regulations as…",didikins4life
34,,Wed Feb 13 17:28:42 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sen. Cory Gardner (R-CO) is an opponent of the Obama-era FCC policies on net neutrality, referring to the regulatio… https://t.co/jl8VdjvC93",didikins4life
35,,Wed Feb 13 17:28:08 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @WGXC: Tune in ""Radio Survivor"" at 3 p.m. today @WGXC 90.7-FM to find out about how Net Neutrality is Back in Court Again @radiosurvivor…",ChristopherTerr
36,,Wed Feb 13 17:27:05 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cIaiborne: This adderall got me ready to singlehandedly save net neutrality,sco6pio
37,,Wed Feb 13 17:27:00 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cIaiborne: This adderall got me ready to singlehandedly save net neutrality,brute_force69
38,,Wed Feb 13 17:24:45 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","like I’m not opposed but hear me out what if we could just double down on net neutrality 

(not mad as a stopgap wh… https://t.co/8wnAW0JTxy",LaurelLehman
39,,Wed Feb 13 17:24:17 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cIaiborne: This adderall got me ready to singlehandedly save net neutrality,jesse15264805
40,,Wed Feb 13 17:24:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @skewb40: Net neutrality was abolished in the US. Who's to say the same won't  happen to the internet as we know it? That's why I fear a…,hybridlati
41,,Wed Feb 13 17:23:24 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @WGXC: Tune in ""Radio Survivor"" at 3 p.m. today @WGXC 90.7-FM to find out about how Net Neutrality is Back in Court Again @radiosurvivor…",mediageek
42,,Wed Feb 13 17:23:20 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @WGXC: Tune in ""Radio Survivor"" at 3 p.m. today @WGXC 90.7-FM to find out about how Net Neutrality is Back in Court Again @radiosurvivor…",RadioSurvivor
43,,Wed Feb 13 17:20:25 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Net Neutrality Gets HUGE Boost In Federal Court! https://t.co/6TBtAdU7fb via @YouTube,nancyas7
44,,Wed Feb 13 17:20:24 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cIaiborne: This adderall got me ready to singlehandedly save net neutrality,AbbeyCoopman
45,,Wed Feb 13 17:20:22 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Lilobri: Does my browser's recent inability to handle Twitter ""energy"" reflect Century Link taking advantage of FCC's destruction of ne…",janeface15
46,,Wed Feb 13 17:20:02 +0000 2019,[],en,"<a href=""https://twitter.com/davidson83249"" rel=""nofollow"">FreedomBot (prototype)</a>","Without Net Neutrality rules, Major ISPs can jam Torrent sites. So much for being a pirate.",davidson83249
47,,Wed Feb 13 17:18:26 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@arstechnica Maybe just have net neutrality ?,chlodulfmaximi1
48,,Wed Feb 13 17:13:10 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@AP If net neutrality or tax cuts didn’t kill you yet, this could be the ticket",MLFresh
49,,Wed Feb 13 17:12:49 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cIaiborne: This adderall got me ready to singlehandedly save net neutrality,KyleRanAMile
50,,Tue Feb 12 22:15:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert… https://t.co/HSjXxmfmvl,HindolSengupta
51,,Tue Feb 12 20:13:07 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",When you combine unqualified affirmative action engineers and workers with crazy environmental regulations and a sw… https://t.co/NKgWja0bGl,ramzpaul
52,,Wed Feb 13 01:56:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",He is hand in glove with bigoted proselytisers. Convert promising an end to caste discrimination. Then ask for affi… https://t.co/7r1oHXzTKR,ramprasad_c
53,,Wed Feb 13 17:34:35 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,SaintOrSinner30
54,,Wed Feb 13 17:34:33 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KristenClarkeJD: 🚨ALERT: We're in court today in Boston in a case challenging affirmative action at Harvard.

Our closing argument will…",PierParty
55,,Wed Feb 13 17:34:20 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NBCNews: A federal judge is scheduled to hear a final round of arguments in a lawsuit that says Harvard Univ. discriminates against Asi…,xhertx
56,,Wed Feb 13 17:33:23 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,RanjithDharmic
57,,Wed Feb 13 17:32:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,YasharthGenxt
58,,Wed Feb 13 17:32:04 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,Mayu_mahesh9
59,,Wed Feb 13 17:31:57 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @masspolitica: @GeraldoRivera @Ilhan @RashidaTlaib Why are you so “happy” about the ethnicity or gender of a person in a professional ca…,SavedSoul1990
60,,Wed Feb 13 17:31:47 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AltydBewus: @AnnikaLarsen1 @eNCA Critical Skills Loss... Almost sounds like the Affirmative Action everyone supported. What happens now…,GertHanekom
61,,Wed Feb 13 17:31:18 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Even IF you lived in a universe in which affirmative action 'hurt' Asian Americans, AND you didn't care that a 'rac… https://t.co/imWrWbKN1s",rastew18
62,,Wed Feb 13 17:30:28 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Dclantis: The destruction of BEE and Affirmative Action should be the first step the new government should consider on the road to Sout…,SandyEnsure
63,,Wed Feb 13 17:30:21 +0000 2019,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Check out this amazing resource - a syllabus on affirmative action! Thank you for you work on this @spamfriedrice!… https://t.co/gAg14cyhOA,APALAnational
64,,Wed Feb 13 17:29:38 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,Parthap92593918
65,,Wed Feb 13 17:28:52 +0000 2019,[],en,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",RT @NBCNews: A federal judge is scheduled to hear a final round of arguments in a lawsuit that says Harvard Univ. discriminates against Asi…,KCWY13
66,,Wed Feb 13 17:28:49 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,avinash_mailme
67,,Wed Feb 13 17:28:26 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,manipatel555
68,,Wed Feb 13 17:27:42 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,vps_sng
69,,Wed Feb 13 17:27:10 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @qlgn_: Anyone who agrees w her do me a favor and educate yourself on affirmative action.

The goal is to attract/retain minorities that…",siemorse
70,,Wed Feb 13 17:26:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,ramvachaspati
71,,Wed Feb 13 17:25:36 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HindolSengupta: This is one of the great paradoxical hypocrisies of modern India - on one hand the argument is that people convert from…,Shaunak_singh
72,,Wed Feb 13 17:25:14 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @yuvrajjoshi: Today are the closing arguments in Students for Fair Admissions (SFFA) v. Harvard. I write in @Slate about what the case m…,epopppp
73,,Wed Feb 13 17:24:52 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Michael Park has been behind almost all of the recent attempts to dismantle affirmative action because it ""illegall… https://t.co/Bk8jPkdVNI",rastew18
74,,Wed Feb 13 17:24:44 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @NBCNews: A federal judge is scheduled to hear a final round of arguments in a lawsuit that says Harvard Univ. discriminates against Asi…,DexterC73
75,,Mon Feb 11 04:17:24 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fact:

80% of those who were forced to pay up to $2,085 dollars by Obamacare’s individual mandate were making under… https://t.co/IXWaMmtwob",charliekirk11
76,,Wed Feb 13 13:28:42 +0000 2019,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","For today's hearing on Dem bills to reverse Trump's attacks on the ACA, I dove into the wonky legal debate over whe… https://t.co/hG09LpMQ4Z",dylanlscott
77,,Wed Feb 06 03:02:20 +0000 2019,[],en,"<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>","SOTU Fact Check: ""We eliminated the very unpopular Obamacare individual mandate penalty,"" Trump said.

That's true.… https://t.co/WS0fHWiUj0",politico
78,,Wed Feb 13 17:33:11 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@Georgetown Katie Keith: Short-term plans exacerbate many of the out-of-pocket costs that everyone at this hearing… https://t.co/khjaDSxRP5,DonnaYoungDC
79,,Wed Feb 13 17:31:22 +0000 2019,"[{'text': 'BlueWave', 'indices': [67, 76]}, {'text': 'ACA', 'indices': [77, 81]}, {'text': 'Obamacare', 'indices': [82, 92]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@JohnBlecka @dscc @dccc @realDonaldTrump Hope voters never forget. #BlueWave #ACA #Obamacare,rjoseph7777
80,,Wed Feb 13 17:30:44 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@gracemarietweet: States are so much better able to fine-tune funding to the needs of citizens.
[and when they don… https://t.co/AZFODZGzGf",DonnaYoungDC
81,,Wed Feb 13 17:15:38 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@RepLarryBucshon tries to make the argument that short-term plans don't discriminate against people w/… https://t.co/SUmdrnvVSC,DonnaYoungDC
82,,Wed Feb 13 17:12:58 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @charliekirk11: Fact:

80% of those who were forced to pay up to $2,085 dollars by Obamacare’s individual mandate were making under $50,…",the_tomholland
83,,Wed Feb 13 17:12:52 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@Georgetown Katie Keith: Every analysis, including Trump admin's own analysis, found that expansion of short-term… https://t.co/Bva2Axriyc",DonnaYoungDC
84,,Wed Feb 13 17:11:41 +0000 2019,"[{'text': 'ACA', 'indices': [126, 130]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @rjoseph7777: Top House Republican Admits Taking Healthcare Away From People Was A Really Bad Idea https://t.co/MdzS6Ctg35 #ACA #Obamaca…,JohnBlecka
85,,Wed Feb 13 17:09:13 +0000 2019,"[{'text': 'ACA', 'indices': [120, 124]}, {'text': 'Obamacare', 'indices': [125, 135]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@CongressmanRuiz: One thing I've learned as an emergency physician is not every healthy person stays healthy forever.

#ACA #Obamacare",DonnaYoungDC
86,,Wed Feb 13 17:07:59 +0000 2019,"[{'text': 'Obamacare', 'indices': [13, 23]}, {'text': 'ACA', 'indices': [49, 53]}]",en,"<a href=""http://obamacarefacts.com/"" rel=""nofollow"">ACABot</a>",THIS JUST IN #Obamacare is the same thing as the #ACA.,aca_realtalk
87,,Wed Feb 13 17:05:46 +0000 2019,"[{'text': 'ACA', 'indices': [37, 41]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@gracemarietweet argues cutting the #ACA navigator/advertising funds was not sabotage. 
""When the ACA was new, peo… https://t.co/0Q5K8hsYdP",DonnaYoungDC
88,,Wed Feb 13 17:04:13 +0000 2019,"[{'text': 'ACA', 'indices': [109, 113]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Top House Republican Admits Taking Healthcare Away From People Was A Really Bad Idea https://t.co/MdzS6Ctg35 #ACA… https://t.co/jz1ndcqpto,rjoseph7777
89,,Wed Feb 13 17:02:37 +0000 2019,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Are you looking for an alternative to ACA/Obamacare Health Insurance for protection for you &amp; your family?

Due to… https://t.co/KxqOvE08XD",Jake9664413
90,,Wed Feb 13 17:02:20 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@gracemarietweet argues not all short-term plans are not junk plans.
But then she warns ""Buyer beware. People need… https://t.co/i8CHCGpewb",DonnaYoungDC
91,,Wed Feb 13 17:00:23 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @charliekirk11: Fact:

80% of those who were forced to pay up to $2,085 dollars by Obamacare’s individual mandate were making under $50,…",connerdezoro
92,,Wed Feb 13 17:00:05 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @DonnaYoungDC: Roses are red. 
Violets are blue. 
The @EnergyCommerce Health Subcommittee hearing is now underway
Led by @RepAnnaEshoo…",MassMedical
93,,Wed Feb 13 16:59:00 +0000 2019,"[{'text': 'ACA', 'indices': [96, 100]}, {'text': 'Obamacare', 'indices': [101, 111]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@RepSchrader: The goal of health care is to provide better health. It's not to get insurance.

#ACA #Obamacare",DonnaYoungDC
94,,Wed Feb 13 16:57:39 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @charliekirk11: Fact:

80% of those who were forced to pay up to $2,085 dollars by Obamacare’s individual mandate were making under $50,…",mtatools70
95,,Wed Feb 13 16:55:59 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @DonnaYoungDC: Roses are red. 
Violets are blue. 
The @EnergyCommerce Health Subcommittee hearing is now underway
Led by @RepAnnaEshoo…",christymaginn
96,,Wed Feb 13 16:55:43 +0000 2019,"[{'text': 'healthcare', 'indices': [108, 119]}, {'text': 'healthcare4all', 'indices': [120, 135]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @themyscira_blog: The Trump Healthcare Plan and Wealth Management Bill of 2019

https://t.co/v8gNbWPnwy

#healthcare #healthcare4all #Ob…",themyscira_blog
97,,Wed Feb 13 16:55:40 +0000 2019,"[{'text': 'ACA', 'indices': [102, 106]}, {'text': 'Obamacare', 'indices': [107, 117]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@PAInsuranceDept Jessica Altman: There's no question that rates have gone up in individual market. 

#ACA #Obamacare",DonnaYoungDC
98,,Wed Feb 13 16:53:17 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@repgregwalden calls for a hearing on association health plans &amp; ""I do think we have a right to talk about them he… https://t.co/qflIhRT7za",DonnaYoungDC
99,,Wed Feb 13 16:49:55 +0000 2019,"[{'text': 'Obamacare', 'indices': [89, 99]}, {'text': 'ACA', 'indices': [100, 104]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@USRepKCastor: I'm very concerned people are being snookered here w/ short-term plans.

#Obamacare #ACA",DonnaYoungDC
100,,Wed Feb 13 14:09:32 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We cannot continue a dysfunctional healthcare system which costs us about twice as much per capita as any other maj… https://t.co/HNtSVqjULe,BernieSanders
