,coordinates,date,hashtags,language,source,text,user
218,,2/8/2019 23:08,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Baddie_420_: New content up! https://t.co/d2eeqNaR2O 🔥 https://t.co/npjG1kjYz7,Mrcarlwilliams
219,,2/8/2019 23:08,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @keniicole: Check out ""Keni's Masterclass"" https://t.co/NCB6ttbqxh @Eventbrite",ChealseaJ_
220,,2/8/2019 23:08,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kurtisconner: NEW VIDEO

“Deep” Content That Isn’t Deep At All

https://t.co/mzMuGuRBcX https://t.co/uSOKXXo4vW",sorryimalyx
221,,2/8/2019 23:08,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @1059therock: Boozy New Ice Cream https://t.co/C09H1JbSxw,EdmondCrabtree
222,,2/8/2019 23:08,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CashewShibaInu: Sal🍑

❤️Support me on Patreon for more fan art content! https://t.co/okjLbxqTKU https://t.co/BufMmXQbN6",OngakuVibes
223,,2/7/2019 23:01,[],en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",RT &amp; follow @OriginalFunko for the chance to win a Pusheen Pop! https://t.co/vkiotAae9Q,OriginalFunko
224,,2/8/2019 3:07,[],en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",RT &amp; follow @OriginalFunko for a chance to WIN a Specialty Series Cap'N Crunch + Crunchberry Beast Vynl 2-Pack https://t.co/vYhGDxHLgl,OriginalFunko
225,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CSGOEmpire: 💰HIGH VALUE GIVEAWAY 💰

Bayonet | Lore (Factory New) 🎁

-RT
-Follow
-Tag a friend who will be jealous if you win 🧑

The win…",vinicius_kin
226,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VastGG: We're excited to announce our newest giveaway, make sure to enter for your chance to win a Nintendo Switch with a bonus game of…",TBoc_
227,,2/8/2019 23:11,"[{'text': 'WIN', 'indices': [21, 25]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @REDDriving: ❤️ 🌹 #WIN a RED-hot Valentine’s Day bundle! 🌹❤️
RED are spreading the love this Valentine’s Day! For a chance to win our RE…",wotawomandiary
228,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sherrynron: Follow/RT
@luluHru
@RL9631 
@Stevej83
@Briteeye777 
@gbroh10
👠
@RogerCaynor
@cali_curmudgeon 
@Builder_Rob82
@galacticaactu…",not2far2right
229,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ShopCrunchyroll: 🥄FLASH CONTEST🥄 RT &amp; Follow @ShopCrunchyroll for a chance to win your very own MOB PSYCHO HOODIE! https://t.co/OLxFMaO…,Skroooby
230,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a Disney Parks exclusive Diamond Collection Abominable Snowman Pop! Sta…,BekaHaidet
231,,2/8/2019 23:11,"[{'text': 'ad', 'indices': [59, 62]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @VastGG: Check out this giveaway, courtesy of @CastrHQ. #ad

👋 Tag Your Friends
🔔 Turn Notifications On
💞 Retweet, Like &amp; Follow @CastrH…",Soulless512
232,,2/8/2019 23:11,"[{'text': 'GIVEAWAY', 'indices': [15, 24]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CPHFlames: #GIVEAWAY

We want to treat our followers to a little somethin'. 🔥
Enter to win an M4A1-S Hot Rod (Factory New) skin for #CS…",FanX6Tence
233,,2/8/2019 23:11,"[{'text': 'CompetitionTime', 'indices': [17, 33]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @EverestHome: #CompetitionTime Are you looking for a blanket that is extremely soft yet looks fabulous? We are giving away exactly that!…,torbrewster
234,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @lunarlana_: ~ VALENTINES GIVEAWAY ~

One winner will be picked on Valentine’s Day to win these handmade crystal wrapped hoops 💗💜

RULES…",Gillteichman
235,,2/8/2019 23:11,"[{'text': 'FreebieFriday', 'indices': [15, 29]}, {'text': 'Win', 'indices': [30, 34]}, {'text': 'Vegan', 'indices': [87, 93]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @tina_abre: #FreebieFriday #Win £20 Sainsbury's Gift Card, 275g Malteser Teasers or #Vegan option 132g Raw Halo 6 bar collection and a v…",Lisa15781
236,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AltsAngelo: I Have 60 Codes Fortnite!😱

Like💖 + RT🔃 = Fortnite Code In Your Dm!

Follow @AltsAngelo  @OpzOffi @BolangeAlts @DuoGiveaway…",ChilenoLegit_x
237,,2/8/2019 23:11,"[{'text': 'FreebieFriday', 'indices': [23, 37]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TEGmagazine: Happy #FreebieFriday! For those with curious kids, we're giving away a self-sufficiency handbook with 28 exciting eco proj…",coffeeismifuel
238,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DavidDavezor: 🔥🔥🔥 StatTrak Glock-18 | Oxide Blaze GIVEAWAY! 🔥🔥🔥

24 hour GIVEAWAY
🔥🔥🔥🔥🔥🔥🔥
+FOLLOW
+RT 
+LIKE
+TAG FRIENDS
🔥🔥🔥🔥🔥🔥🔥
24 ho…",Ruben01011738
239,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @hasanalnaqour: Retweet this tweet and follow @CarabaoUK , answer the question under this tweet and be part of the final 💙 https://t.co/…",Botir_me
240,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WorldBestGaming: Let’s go! @PlayApex Huge giveaway! WBG has you covered fam!  

To Enter:

Tag a friend 😀

RT - Like - Follow

👇👇👇👇👇
@v…",NoseKnowsTTV
241,,2/8/2019 23:11,"[{'text': 'FREEBIEFRIDAY', 'indices': [35, 49]}, {'text': 'win', 'indices': [78, 82]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GroupKraken: COMPETITION TIME! #FREEBIEFRIDAY 

Enter this competition to #win yourself a delicious range of products from the UK’s lea…",Lisa15781
242,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NitroNotify: 🎉🎊 THE LARGEST OF GIVEAWAY IN THE COMMUNITY 🎉🎊

🔶31 memberships
🔶2 keys
🔶35 proxy 
🔶50$

Winners will be announced in 7 da…",SyphrAIO
243,,2/8/2019 23:11,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a Dumbo + Timothy Vynl 2-Pack https://t.co/p5wgL9Haa2,LocaLinda915
244,,2/7/2019 14:57,"[{'text': 'GRAMMYs', 'indices': [0, 8]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#GRAMMYs presenters have just been announced, so get ready to see @ninadobrev, @jadapsmith, and South Korean pop sensation @BTS_twt on Sunday night! Who else will be presenting at Music's Biggest Night®? Find out now: https://t.co/K3esvvDfeD https://t.co/4whTMBiWjq",CBS
245,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","buy or get it free &gt;&gt;

https://t.co/y582aD12pM

https://t.co/CbDcdQVAHt",DinamicoPromo
246,,2/8/2019 23:14,"[{'text': 'freshsqueezedfriday', 'indices': [132, 152]}, {'text': 'bestbaronmaui', 'indices': [159, 173]}]",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",It’s 2nd Friday &amp; chillpineappleart is at DTH tonight from 5:30-10:30p! Come check out some artwork &amp; get a cocktail during #freshsqueezedfriday @ the #bestbaronmaui Down The Hatch! 🤙🏽 🎨… https://t.co/BX0YmWbATl,DTHMaui
247,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @theTroubadour: We love this @wildtheband music video for their track “I’ll Let You Know” from the Lace &amp; Layers EP! (https://t.co/skT0m…,wildtheband
248,,2/8/2019 23:14,"[{'text': 'CaptainMarvel', 'indices': [64, 78]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MarvelStudios: HIGHER. FURTHER. FASTER. Watch the brand-new #CaptainMarvel spot that aired during the big game. See it in theaters Marc…,L4nre
249,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@stephon_horton One Mixtape Slot For $75 TODAY. Get Your Track featured Alongside Travis Scott, MoneyBagg Yo, Lil Baby, Migos, Young Dolph Front Page Spinrilla Contact: 5024655884 TheRealDJCinemax@gmail https://t.co/CQIEu8HPX9",iAmDJCinemax
250,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @PapaJohns: Give a ❤️to get a ❤️🍕. Like this tweet and we’ll remind you to buy your heart-shaped pizza for Valentine’s Day, available no…",lenuhbabes
251,,2/8/2019 5:15,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","my album ‘thank u, next’ is out now 🖤 https://t.co/6f2e7jLvfP https://t.co/mRvYsSr1AO",ArianaGrande
252,,2/8/2019 23:15,"[{'text': 'Giveaway', 'indices': [94, 103]}]",en,"<a href=""http://www.nah.com"" rel=""nofollow"">ProjectWinner</a>","RT @Jaypher_: It’s that time again! Enter now to win a brand new Logitech G Pro Hero Edition! #Giveaway
➡️ Like ❤️
➡️ Retweet 🥳
➡️ Click he…",brandkessinger
253,,2/8/2019 23:15,[],en,"<a href=""https://smarterqueue.com"" rel=""nofollow"">SmarterQueue</a>",RT @llworldtour: It's time to stop putting it off and start producing videos for your business! I put together this FREE comprehensive list…,LL_media
254,,2/8/2019 23:15,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Taking lead from his previous album, @iamahmen is back with another driven social commentary. Stream new EP, 'The Eleven' on @Spotify now.

https://t.co/qLTxejaHXl",Broken8Records
255,,2/8/2019 16:06,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Annoucing my biggest giveaway yet sponsored by supporters using code ""Lachy"" in the Fortnite store! Prizes include:

- Youtube PC Setup + Fortnite recording session 
- 25 x Consoles of choice 
- 1000 x 25$ Amazon gift cards (2800 vbucks) 

Enter here: https://t.co/xuqRftHLri https://t.co/iMgCBvsfrT",LachlanYT
256,,2/8/2019 23:08,"[{'text': 'Promo', 'indices': [129, 135]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BDisgusting: 🔪Chucky is back on the big screen🔪 @evilhag stars in the re-imagining of a classic Horror film @ChildsPlayMovie #Promo #Ch…,andrewbrian33
257,,2/8/2019 23:07,"[{'text': 'NighttoShine', 'indices': [11, 24]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The annual #NighttoShine prom event, sponsored by the Tim Tebow Foundation, has kicked off with red carpet entrances at Burlington’s Best Western Plus: https://t.co/nhvenqANLg",jessicawtn
258,,2/8/2019 23:07,"[{'text': 'sponsored', 'indices': [107, 117]}]",en,"<a href=""https://thedailylinq.com"" rel=""nofollow"">TheDailyLinq</a>",RT @WhisperAmber: Check out these 9 ways to cope with Endometriosis symptoms. One may really surprise you. #sponsored https://t.co/SBcblGAM…,PinkNinjaBlogg
259,,2/8/2019 23:07,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EastBrightonABC: Unanimous win for @EastBrightonABC Luke Dobson on @DiseBoxBrighton Boxing Show, bout sponsored by @ButlersWine East Br…",crewclub
260,,2/7/2019 13:59,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Choosing one person who RT's to be next videos shoutout!

New vid is up! Like and subscribe!

https://t.co/yx8SHvBpun",DavidDobrik
261,,2/7/2019 17:11,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🎯 COMPETITION TIME 🎯 

Retweet and follow @livedarts for your chance to win these signed Michael Smith Noir darts! 🇳🇱

Subscribe ➡️ https://t.co/NxlBM7ltOd https://t.co/Fem7Nt6CB0",livedarts
262,,2/8/2019 20:09,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I want to give YOU a SHOUTOUT in my next video! Choosing 1 person who RT's this!

NEW VID IS UP! Like &amp; subscribe! ◟̽◞̽

How I Lost HUNDREDS OF DOLLARS in SECONDS...
https://t.co/nb065TtnSq https://t.co/206XfJAbrh",ItsBobbyMares
263,,2/8/2019 23:15,"[{'text': 'IARTG', 'indices': [147, 153]}]",en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","If you like exciting fantasy tales, then signup for my newsletter to stay informed of ongoing projects, new releases, sales, discouts, and events! #IARTG
https://t.co/X3Lw35Zby3",JMDReid
264,,2/8/2019 23:15,[],en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Check out my videos on Youtube and SUBSCRIBE!

https://t.co/1chhto8SDY https://t.co/Tg8w4K2bSd",thetoystalker
265,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @sha1000k: Get your @telegram app and go to subscribe to my channel: sha1000k !,ahmedsa50964027
266,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @nicolconcilio: NEW monthly favorites is now up on my youtube channel! Hope y'all like &amp; make sure to subscribe: https://t.co/lxTWyrow3X…,Shanteljoanne
267,,2/8/2019 23:14,"[{'text': 'TyrusAndTimpf', 'indices': [29, 43]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @foxnewsradio: The latest #TyrusAndTimpf podcast is out! Don't forget to listen, rate and subscribe on @ApplePodcasts! https://t.co/DTZY…",joao_persequino
268,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Subscribe  &amp; share my YouTube channel: https://t.co/MRwMRTThDK https://t.co/slARzf6L6i,abdo4
269,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheRenewalProj: Highlights from our latest newsletter: 

🏠 Building tiny homes 
👭 Building community
🏆 Building up to the #RenewalAward…",JillianHishaw
270,,2/8/2019 23:14,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","'Its Been A While' single out now!

Full Video: https://t.co/FPRH25gsCJ

Subscribe for more: https://t.co/CnGqigiK5n

Available Online:

Spotify... https://t.co/mtc1ATzl2a",iamicepro
271,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bingley567: Today's Podcast: MAKING SENSE? - How do I talk to someone with a disability? If you like this, please SUBSCRIBE to our YouT…",bingley567
272,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YOU NEED TO READ THE NEWS + RECORD! Check out the 'new' News + Record, the newspaper people all over Chatham County are talking about. Subscribe here and find out why... https://t.co/QSP7cj1oOG https://t.co/pJRBJumlwh",ChathamNR
273,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ItsBobbyMares: I want to give YOU a SHOUTOUT in my next video! Choosing 1 person who RT's this!

NEW VID IS UP! Like &amp; subscribe! ◟̽◞̽…",miranda_oneal
274,,2/8/2019 23:14,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stuck in the snow? Settle in and check out episode #5 of @TheVNLShow! Make sure you click below to subscribe, rate and share! And thanks everyone that’s listened! Be safe!

Apple Podcasts: https://t.co/2qzYwyOjZT
Spotify: https://t.co/BXkCBXWdZ6
Stitcher: https://t.co/Ti1cFgDRTN",TheVNLShow
275,,2/8/2019 23:13,"[{'text': 'YouTube', 'indices': [54, 62]}, {'text': 'subscribe', 'indices': [63, 73]}, {'text': 'banners', 'indices': [74, 82]}, {'text': 'advertising', 'indices': [83, 95]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Making YT banners for anyone that’s interested? 💁🏻‍♂️ #YouTube #subscribe #banners #advertising https://t.co/5LaZGDMJGH,cole_smith23
276,,2/8/2019 23:13,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @itsmegama: Just finished filming this look for my YouTube channel!!! Make sure you subscribe to see it tomorrow 💖 https://t.co/GKC5cR5f…,blueehibiscus
277,,2/8/2019 23:13,"[{'text': 'TyrusAndTimpf', 'indices': [29, 43]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @foxnewsradio: The latest #TyrusAndTimpf podcast is out! Don't forget to listen, rate and subscribe on @ApplePodcasts! https://t.co/DTZY…",MikeofNewYORK
278,,2/8/2019 23:13,"[{'text': 'OnTheBlock', 'indices': [8, 19]}]",en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Today's #OnTheBlock On Demand: @BrentAxeMedia is talking SU-BC plus Hot Takes and the Blindside. Subscribe, rate and review. https://t.co/uxFO5vYCV2",ESPNUR
279,,2/8/2019 23:13,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Diegor_Barros: HEY GUYS ... Exicting news 🤩
We’ve launched a new subscription service. If you sign up you'll get a new t-shirt at a red…",ATLLiteSknDaddy
280,,2/8/2019 23:13,"[{'text': 'TreePlanting', 'indices': [61, 74]}, {'text': 'BlackHistoryMonth', 'indices': [140, 158]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Check out today’s MCTX City Manager’s Update with details on #TreePlanting Competition; Dad &amp; Daughter Dance; Valentine’s Day; the 2019 #BlackHistoryMonth celebrations; City Council Highlights;
Read: https://t.co/ZgKMzRCiAh
Subscribe: https://t.co/khfY0UtWkP https://t.co/yGGXRM16zd",MissouriCityTX
281,,2/8/2019 23:13,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@zemblamatic To find out the answer to this question and so many more, subscribe to my website and get a free profile badge!!!!!",lucyfishwife
282,,2/8/2019 23:13,"[{'text': 'NBA2K19', 'indices': [234, 242]}, {'text': 'bluefacebaby', 'indices': [243, 256]}, {'text': '2K19', 'indices': [257, 262]}, {'text': 'blueface', 'indices': [263, 272]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ACTIVES WYA Y'ALL KNOW WHAT TIME IT IS 🚨🔥
🚨 NEW VIDEO ALERT 🚨
LIKE , COMMENT, &amp; SUBSCRIBE‼️
LINK : https://t.co/jjQmAE8umz
S/O TO @visualsbydab FOR THE THUMBNAIL
EVERYONE GO WATCH IT!!
❤️&amp; ♻️
IF YOU SUPPORTED SHOW PROOF &lt;3
#NBA2K19 #bluefacebaby #2K19 #blueface https://t.co/8tfP6lnzbM",LxckTV
283,,2/8/2019 23:13,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MrJ2ocean: New Magic Jar episode out now 

Eating Crocodile &amp; Zebra @ Shaka Zulu 

Subscribe and slap up that like button
  
Link below…",KobiVB
284,,2/8/2019 23:13,"[{'text': 'Christians', 'indices': [0, 11]}, {'text': 'Bible', 'indices': [23, 29]}, {'text': 'netvibes', 'indices': [128, 137]}]",en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#Christians, want good #Bible-based teaching three times a week? Visit https://t.co/ylsg5ATTq6 &amp; subscribe to my blog using #netvibes and My Yahoo.",VE6XTC
285,,2/8/2019 23:12,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @IndivisibleVent: 📣 Never miss one of our ACTION ITEMS again!  

👊🏽 Best of all, Tweeps, at the bottom of each CALL TO ACTION, there's a…",Spartan2dn
286,,2/8/2019 23:12,"[{'text': 'NewMusicFriday', 'indices': [0, 15]}, {'text': 'CJDaGreat', 'indices': [16, 26]}, {'text': 'driptoohard', 'indices': [27, 39]}, {'text': 'freestyle', 'indices': [40, 50]}, {'text': 'unsignedartist', 'indices': [51, 66]}, {'text': 'pressplay', 'indices': [67, 77]}, {'text': 'lilbaby', 'indices': [78, 86]}, {'text': 'gunna', 'indices': [87, 93]}, {'text': 'wshh', 'indices': [117, 122]}, {'text': 'rap', 'indices': [123, 127]}, {'text': 'Youtube', 'indices': [128, 136]}, {'text': 'Subscribe', 'indices': [149, 159]}, {'text': 'iamcjdagreat', 'indices': [160, 173]}]",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#NewMusicFriday #CJDaGreat #driptoohard #freestyle #unsignedartist #pressplay #lilbaby #gunna lilbaby_1 @1GunnaGunna #wshh #rap #Youtube link in bio #Subscribe #iamcjdagreat https://t.co/0NhHBxylx1,CJDaGreat
287,,2/8/2019 23:12,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @The_Gospels: God will always intervene when we need it most. Subscribe to our daily emails -&gt; https://t.co/1qRf0GTTd3 https://t.co/adpM…,CouplesINFINITY
288,,2/8/2019 23:16,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JGilliam_SEAL: Join me on the @seanhannity radio show at 4:30EST today!!! https://t.co/ODWolxWE6Y,VinceGottalotta
289,,2/8/2019 23:16,"[{'text': 'SpiderVerse', 'indices': [79, 91]}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @SonyPictures: Well this gets our stamp of approval. See why @Nerdist calls #SpiderVerse “the kind of superhero movie we need” in theate…,VAzzeLO
290,,2/7/2019 18:01,"[{'text': 'onlyatomaze', 'indices': [218, 230]}, {'text': 'ad', 'indices': [231, 234]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DO: Get a haircut. DON’T: Wear leather shorts. I think I’ve got this dating thing down... Want to see for yourself? Support @mypeakchallenge chosen charities and enter with my bio link or go to https://t.co/qLlZ6Bdw9Z #onlyatomaze #ad @omazeworld
See the full video on my Facebook https://t.co/EStOIhZIYA",SamHeughan
291,,2/7/2019 10:30,"[{'text': 'WhereEveryonePlays', 'indices': [218, 237]}, {'text': 'ad', 'indices': [238, 241]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just me casually surprising fans in @CocaCola_GB 's new TV advert 🤣. We've got loads planned this year to bring you lot closer to the @premierleague action... You ready? Watch the ad in full: https://t.co/l0yjqx4vFi 👊🏽#WhereEveryonePlays #ad https://t.co/I0p1p4sufd,JesseLingard
292,,2/9/2019 1:14,"[{'text': 'TouchCon', 'indices': [18, 27]}, {'text': 'TOC', 'indices': [28, 32]}, {'text': 'AD', 'indices': [33, 36]}, {'text': 'Random', 'indices': [53, 60]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TouchconInfo: #TouchCon #TOC #AD Scan Reward App #Random Mining # 2019 .03 Alpha version released ㆍ 2019. 06 scheduled to open Beta. ht…,Athifamima10
293,,2/9/2019 1:14,"[{'text': 'ad', 'indices': [122, 125]}, {'text': 'Sponsored', 'indices': [126, 136]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @gothixmodel: ⚠️GIVEAWAY ALERT! ⚠️@LogitechG was nice enough to send me some of these bad boys to share with you guys! #ad #Sponsored

T…",Ladypugg_
294,,2/9/2019 1:14,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @intheknowmom: Sleepytime Teas for the whole family, now with added valerian root for deeper sleep --&gt; https://t.co/YlgmMffyJU     

 #a…",caitscozycorner
295,,2/9/2019 1:14,"[{'text': 'ad', 'indices': [21, 24]}]",en,"<a href=""http://bimtastic.space/"" rel=""nofollow"">Bim's Scheduler</a>",RT @leggingsnlattes: #ad  Drinking a warm cup of @CelestialTea Sleeptyime tea available at Walmart is one way I stay on a sleep schedule an…,VeraSweeney
296,,2/9/2019 1:14,"[{'text': 'TouchCon', 'indices': [18, 27]}, {'text': 'TOC', 'indices': [28, 32]}, {'text': 'AD', 'indices': [33, 36]}, {'text': 'Random', 'indices': [53, 60]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TouchconInfo: #TouchCon #TOC #AD Scan Reward App #Random Mining # 2019 .03 Alpha version released ㆍ 2019. 06 scheduled to open Beta. ht…,KhansaAnnisa2
297,,2/9/2019 1:14,[],en,"<a href=""http://bimtastic.space/"" rel=""nofollow"">Bim's Scheduler</a>",RT @CoolChillMom: Behold the power of a new cereal! We have cool tips to beat the winter break back to school blues that includes an amazin…,VeraSweeney
298,,2/9/2019 1:14,"[{'text': 'AD', 'indices': [19, 22]}, {'text': 'bedtime', 'indices': [135, 143]}]",en,"<a href=""http://www.retweet.space"" rel=""nofollow"">Retweet Scheduling</a>","RT @sammyapproves: #AD Loving these wellness teas! Which one do you want to try? Find them here&gt;&gt;&gt; https://t.co/wPCCjJ4hCX  

#bedtime #rel…",BridgitteLesley
299,,2/9/2019 1:13,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SimplyTasheena: &gt;&gt; https://t.co/skHroqZK78 &lt;&lt;

The @bioreus Witch Hazel Ultra Deep Cleansing Pore Strips and Pore Clarifying Toner are…",caitscozycorner
300,,2/9/2019 1:13,"[{'text': 'ad', 'indices': [59, 62]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VastGG: Check out this giveaway, courtesy of @CastrHQ. #ad

👋 Tag Your Friends
🔔 Turn Notifications On
💞 Retweet, Like &amp; Follow @CastrH…",cjbag9314
301,,2/9/2019 1:13,"[{'text': 'ad', 'indices': [65, 68]}]",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KendallJenner: had a great time on @theellenshow 🙈 @proactiv #ad 

Photo Credit: Michael Rozman/Warner Bros https://t.co/YMO9UYlyXD",SaraMuraty
