Unnamed: 0,coordinates,date,hashtags,language,source,text,user,Category
10,,2/15/2019 17:00,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Gabby, a personal trainer over at Ladies Super Fitness North Canton​ was kind enough to try out some of our product… https://t.co/KB4pQLtX5W",PolarProducts,fitness
11,,2/15/2019 16:59,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Certified Personal Trainer
.
After 4.5 months of studying, today I’ve passed my exam to become a certified personal… https://t.co/7JNTFxdjYx",paola_stw,fitness
12,,2/15/2019 16:58,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I need a personal trainer,sobrebadazz,fitness
13,,2/15/2019 16:57,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GeeGeesRec: Meet your fitness goals! 💪 Get matched with a certified personal trainer and get started on your fitness journey 👟

Atteign…",geegees_wgolf,fitness
14,,2/15/2019 16:55,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Starting with my personal trainer next month &amp; my gym membership 💪🏾🤸🏾‍♀️🏋🏾‍♀️🚴🏾‍♀️ can’t wait to get fine fine so I… https://t.co/yC1p3RJQW4,JJerekaaa,fitness
15,,2/15/2019 16:54,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@karli_bonne For the record,RBG&amp;I use the same personal trainer.She has been running 5 mi/day, benchpressing 350 an… https://t.co/KfIeeTJE80",AwesomeGodMAGA,fitness
16,,2/15/2019 16:54,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Been back at the gym for about a month now already got my squats back up to 90. I just miss having a free personal trainer,gabbymccloskey,fitness
17,,2/15/2019 16:49,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Want n need a personal trainer, high key",HEALTHxPROSPER,fitness
18,,2/15/2019 16:48,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",@ManUtd ole_gunnar_solskjaer_coach_ carras16 Get me on board. @leeahmed2019 Personal Trainer. Athlete. Group Teache… https://t.co/zy2l3y3zMo,leeahmed2019,fitness
19,,2/15/2019 16:46,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @reederss_digest: If anyone is wanting to be a personal trainer pls test out your skills on me I need help,hmoore_10,fitness
20,,2/15/2019 16:43,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@PaulJasper25 Ever fancied a career as a personal trainer? Claim a 30% disocunt with this link here  - https://t.co/ClKMQoZYiu,Origym_COE,fitness
21,,2/15/2019 16:42,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If I was a personal trainer I would just make my client re rack the free weights in their proper places.  Spoonful of sugar amiright?,KevinJZak,fitness
22,,2/15/2019 16:42,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great fitness session today with our personal trainer at Rutland Gardens - both residents and staff worked hard!… https://t.co/5pXXrie6Gf,5rutlandgardens,fitness
23,,2/15/2019 10:00,"[{'text': 'PhotoOfTheWeek', 'indices': [0, 15]}, {'text': 'Namaste', 'indices': [54, 62]}, {'text': 'SaveOrangutans', 'indices': [67, 82]}, {'text': 'Yoga', 'indices': [83, 88]}]",en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#PhotoOfTheWeek: Is that an inverted tree pose, Fani? #Namaste 🙏🏼

#SaveOrangutans #Yoga https://t.co/ooFWkrxCnB",bornean_OU,fitness
24,,2/15/2019 7:00,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","We absolutely love our new yoga sessions with Debbie 🧘🏼‍♀️ ❤️ ✌🏻

Here we are practising our partner tree pose 🧘🏻‍♂️
Yoga with Debbie",tuckbytruck,fitness
25,,2/15/2019 6:17,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Secrets to improve your concentration and think more clearer with these yoga steps:
1)Tadasana (Mountain Pose)
2)Vr… https://t.co/cTQeZkHa1Z",yogaTrainCenter,fitness
26,"{'type': 'Point', 'coordinates': [-76.73164, 39.4175899]}",2/14/2019 20:22,"[{'text': 'jemicy', 'indices': [29, 36]}, {'text': 'jemicylove', 'indices': [37, 48]}, {'text': 'jemicyyoga', 'indices': [49, 60]}, {'text': 'linkabove', 'indices': [61, 71]}]",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Jemicy Moose loves tree pose!#jemicy #jemicylove #jemicyyoga #linkabove @ Jemicy School https://t.co/Ue9jwtZQ8N,jemicyschool,fitness
27,,2/14/2019 14:57,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Finally stood in tree pose without wavering!!! Baby steps and good energy man💘🍍🌞,lexeees,fitness
28,,2/14/2019 12:14,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @yogrishiramdev: It was blissful to practice Vrikshasan (Tree Pose) at platform created at the Sangam at @PrayagrajKumbh https://t.co/hI…,HpYuvabharat,fitness
29,,2/7/2019 10:34,"[{'text': 'SurbhiChandna', 'indices': [0, 14]}]",en,"<a href=""http://www.pinkvilla.com"" rel=""nofollow"">PinkVilla</a>",#SurbhiChandna's Zumba workout video is full of fun and fitness motivation - https://t.co/sU3FAaTtfB,PinkvillaTelly,fitness
30,,2/9/2019 17:01,"[{'text': 'ZumbaQueen', 'indices': [65, 76]}, {'text': 'PaMalaMoves', 'indices': [94, 106]}]",en,"<a href=""http://gainapp.com"" rel=""nofollow"">Gain App</a>","@g2dance is all about these moves 💁🏽‍♀️
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Move it like a #ZumbaQueen and show us your #PaMalaMoves for a ch… https://t.co/i4Swj0oejC",zumba,fitness
31,,2/15/2019 17:12,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",What a difference a workout makes! 😁STRONG by Zumba with Jaymee dancepoeticj @pcffitness has me feeling accomplishe… https://t.co/fvC2CEMqpr,kashiwellness,fitness
32,,2/15/2019 17:11,"[{'text': 'zumba', 'indices': [16, 22]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Don't forget!!! #zumba sessions @Centre_404 every Monday 11am!! Come and join in the most fun way to keep fit! £5 p… https://t.co/N3c79tRr5M,Centre_404,fitness
33,,2/15/2019 17:09,"[{'text': 'ZumbaClass', 'indices': [69, 80]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @zumba: We're getting some serious pachanga vibes from the latest #ZumbaClass hit! 🎉
⠀⠀⠀⠀⠀⠀⠀⠀⠀
🎶: 'Juste un Delire' by @negmarronsoffici…",zawacchi1931,fitness
34,,2/15/2019 17:08,"[{'text': 'PinkGoesRed', 'indices': [59, 71]}, {'text': 'AmericanHeartMonth', 'indices': [72, 91]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @VT_AKA: Don’t forget to join us this Monday for Zumba! #PinkGoesRed #AmericanHeartMonth 💕💚 https://t.co/VMhGDljcb6,_oxynh_,fitness
35,,2/15/2019 17:08,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hi I just met the love of my life, his name is Zumba",saraahmcg,fitness
36,,2/15/2019 17:03,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",It’s an overwhelming feeling that I got compliments from these beautiful certified  zumba instructors that I am a g… https://t.co/IGPQbT6fwe,imKeiji,fitness
37,,2/15/2019 17:03,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Let’s goooo! My Hip-Hop Zumba Class is Sunday! Register today, CashApp only https://t.co/sio2uJCJUW",MonteGaddis,fitness
38,,2/15/2019 17:02,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @bangtansuji: Guys I think my Zumba teacher looks like Suzy... Seems like we have another look alike 👉🏼👈🏼 https://t.co/L7yYNyHmAe,Belsuzy2,fitness
39,,2/15/2019 17:02,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Zumba and Fit Hiit Mix to finish your week (or start your weekend) at the Fitt Factory this evening.

Male and fema… https://t.co/qgQMiSoM28",BoyleToday,fitness
40,,2/15/2019 17:02,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",It’s an overwhelming feeling that I got compliments from these beautiful certified  zumba instructors that I am a g… https://t.co/r9MCRCifEs,imKeiji,fitness
41,,2/15/2019 17:01,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ZUMBA tonight!!!! 5.30 - 6.15 last session of the half term.
2 pound per class. Come and Join us 👍

Will start agai… https://t.co/eLL9UHdfqo",OverHallSchool,fitness
42,,2/15/2019 17:01,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Time to shake up your fitness routine and try out our new Aqua Zumba class! If done correctly, a 1hr class can burn… https://t.co/Vw4rfCcn9G",winterclub,fitness
43,,2/15/2019 17:00,"[{'text': 'Zumba', 'indices': [42, 48]}, {'text': 'FitnessCF', 'indices': [65, 75]}, {'text': 'MtDora', 'indices': [79, 86]}]",en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Peace. Love. Zumba! Join me at 5:30pm for #Zumba! I’m subbing at #FitnessCF in #MtDora! https://t.co/NBBqNSpNlE,drz_fitness,fitness
44,,2/15/2019 16:57,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",All signed up for @zumba Pro Skills training with @zumbakass in April. Super duper looking forward to it.,Rheavon,fitness
45,,2/15/2019 16:47,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Fridays 6:00PM Zumba class with Blanca.
Come tu enjoy her class energy and music.
$5 first class
Punch card accepte… https://t.co/r4Pll0rplZ",CorazonLatinoTX,fitness
46,,2/15/2019 17:06,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","that first downward dog of the day be hittin different, blissful",theholydivinity,fitness
47,,2/15/2019 17:01,[],en,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",From https://t.co/swTo5W0TG3: We're guessing the downward dog won't be the most popular move here... https://t.co/w2W0XbCphc,NottinghamPost,fitness
48,,2/15/2019 16:58,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@miakulper amazing, so obviously I now downward dog every day - I think the hot room really helps too",frazwils,fitness
49,,2/15/2019 15:36,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@jvidtej Downward-facing dog!!,gemagmarcos,fitness
50,,2/15/2019 14:28,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@noodletwoone There's a reason there's a downward dog pose.,Random_alias192,fitness
51,,2/15/2019 9:25,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Breaking Down the Poses with Yoga Flo-ga – Downward Dog https://t.co/s43xwBS7mC https://t.co/qsNSmHeazC,WN_Therapies,fitness
52,,2/15/2019 6:44,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Downward dog, meet chopping wood: Behchoko gets elders moving with 'Tlicho yoga' https://t.co/zaU2dFPbNm",NatashaMccagg,fitness
53,,2/15/2019 5:53,[],en,"<a href=""https://sortiwa.com/"" rel=""nofollow"">Sortiwa News</a>","18 Basic Yoga Poses  - Tadasana, Downward Facing Dog &amp; More - Caley Alyssa https://t.co/vewPDZ9myW https://t.co/U6zB087FIV",Sortiwa,fitness
54,,2/15/2019 5:42,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@danielmarven I'm sure just for the downward dog pose neh🤣🧘🏾‍♀️🤸🏾‍♀️,PrettyMissPale,fitness
55,,2/15/2019 4:54,"[{'text': 'fourseasonsyogis', 'indices': [0, 17]}]",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#fourseasonsyogis day 15: any twist... I can’t tell you how good this twisted downward facing dog feels with eyes c… https://t.co/6Ajjv7qO4F,susannekim918,fitness
56,,2/15/2019 4:37,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sadpear It makes your arms and shoulders feel really strong, but only after feeling like jello lol. It's usually w… https://t.co/pYm4QTZbr4",Chelzbuckwheat,fitness
57,,2/15/2019 4:33,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yoga was under the empty act earlier. Mfs was utilizing that downward dog elsewhere 😂,chan_mutiny,fitness
58,,2/15/2019 4:30,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@spacecrafff I don't know what downward dog is either. Teach me your ways, spacey!",TamiDaBushPilot,fitness
59,,2/15/2019 14:52,"[{'text': 'MUFC', 'indices': [71, 76]}]",en,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter Ads Composer</a>",Ole has an update on the fitness of @JesseLingard and @AnthonyMartial. #MUFC,ManUtd,fitness
60,,2/15/2019 17:13,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @manilahotdudes: Fitness Friday. Sweaty. Derrick Monasterio. 💪 https://t.co/6LqqIX8ClN,alter_cebuzoo,fitness
61,,2/15/2019 17:12,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Entered what I ate today into my new fitness app and it just sent an ambulance to my house.,BayAreaRafael,fitness
62,,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@dancinigga theres an la fitness next to us so whenever theres a new popular diet we get an influx of ""health drinks""",_ChikoLee,fitness
63,"{'type': 'Point', 'coordinates': [-95.46878, 29.715]}",2/15/2019 17:12,"[{'text': 'ClientDebraS', 'indices': [0, 13]}, {'text': 'GloryFitness', 'indices': [73, 86]}, {'text': 'gotthatgodjuice', 'indices': [87, 103]}]",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#ClientDebraS msdsfitness is getting in some personal training live with #GloryFitness #gotthatgodjuice praisefitto… https://t.co/sans890Tg4,hardcorespin,fitness
64,,2/15/2019 17:12,"[{'text': 'lowerbodyworkout', 'indices': [77, 94]}, {'text': 'booty', 'indices': [95, 101]}, {'text': 'fitness', 'indices': [102, 110]}, {'text': 'gym', 'indices': [111, 115]}]",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",This journey can be long and lonely but at the end it will be so worth it. 💪 #lowerbodyworkout #booty #fitness #gym… https://t.co/0dauHYhMO2,acobian2007,fitness
65,,2/15/2019 17:12,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","4 Types of Fitness Training, https://t.co/i4VFpJtjkO https://t.co/UUT9WfPp4m",UltimateFitne15,fitness
66,,2/15/2019 17:12,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NSmeeton: I swear these had nothing to do with the fitness tests. Teachers just wanted to see how stupid we could look. https://t.co/xo…,YungVerano,fitness
67,,2/15/2019 17:12,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Shoulder stability exercises while incorporating TRX systems- https://t.co/Kxt6H7vSBF
Got Pain? Schedule a Consulta… https://t.co/datDUNprvl",PT_Evolve_NY,fitness
68,,2/15/2019 17:02,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LeaderUtn: Spin class in high school? Absolutely!!!! https://t.co/xPFaPmUaNd,RyanBJackson1,fitness
69,,2/15/2019 17:02,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yesterday’s dance class was so frustrating and I couldn’t get not one single sexy pull up spin. But it’s coo, next week will be better",x_angvl,fitness
70,,2/15/2019 17:02,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Still feel like absolute shit &amp; the only reason I’m not canceling my spin class tonight is because it’s Disney them… https://t.co/bjFP9uRHyZ,kirstt_dole,fitness
71,,2/15/2019 17:01,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ActuallyEdmonds Haha. Me too. 10 days in a row Spin class, why has nothing changed?",FitCityJordan,fitness
72,,2/15/2019 16:54,"[{'text': 'FitLit', 'indices': [51, 58]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RyanBJackson1: Here it is the beginning of our #FitLit revolution!!! Our students taking control of their health &amp; their reading. SPIN…,CoachSleepyBoyd,fitness
73,,2/15/2019 16:54,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just a took a spin class for the first time ever..... I don’t think I’ve ever worked out that hard in MY LIFE,pleyareyes,fitness
74,,2/15/2019 16:52,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The only thing better than taking a @onepeloton class in the comfort of my own home, is taking one at the actual st… https://t.co/trz1iUnbdY",Ay_Ay_Ron23,fitness
75,,2/15/2019 16:47,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can you spot some familiar faces in the Spin class this afternoon?! Great fun to start the second half of the day.… https://t.co/v4Sx9pnAi3,HolyCross_PE,fitness
76,,2/15/2019 16:37,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@flow_rider_mtb Cheers bro, just got home gonna get changed then get ready for spin class 👊",G_LO_84,fitness
77,,2/15/2019 16:35,"[{'text': 'Starcycle', 'indices': [101, 111]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RainRainRain...... I have  got to go to spin class even though I’m feeling like a lazy bum. 🚴🏻‍♀️💨💨  #Starcycle,GloriaNelson,fitness
78,,2/15/2019 16:09,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Looking forward to spin-class and writing haiku at cosi’s this afternoon.,MaitreyaAjita,fitness
79,,2/15/2019 15:56,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Had my first spin class yesterday, why is the seat make ur bottom so sore :/",etrinnam,fitness
80,,2/15/2019 15:33,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Today I’ve completed two spin classes. The first one was a 30 min live class that I joined late but the second one… https://t.co/emAJI426cp,JoekerTV,fitness
81,,2/15/2019 15:27,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@suesalvi I quit doing spin 8 years ago but I’d start again if that class existed. Then maybe one with commercial jingles?,erdmanmolly,fitness
82,,2/15/2019 15:23,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","me currently, after barre class &amp; spin class https://t.co/8ud0WwkEvn",chanonceleste,fitness
83,,2/15/2019 15:21,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@hedhouseman Time to go to spin class and work off my angry feelings that have all suddenly resurfaced lmao,jeannakadlec,fitness
84,,2/15/2019 15:19,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Clevlndsteamer: SHOUT OUT to all my friends out there with the workout blogs, fitness  accounts, the protein pushers, and the spin clas…",J_Hundley92,fitness
85,,2/15/2019 15:01,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Going for a cycle or spin-class this weekend? Research from King's suggests that going fast is less efficient and w… https://t.co/JKZ35CrRfg,KCLalumni,fitness
86,,2/15/2019 15:01,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @EmileeLindner: four consecutive days of spin class and i can't feel my crotch,FEARLESSCHRIS8,fitness
87,,2/15/2019 17:11,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @RusselWess: Post gym leg and ab day 🤙🏼🍆👅 https://t.co/0VoLEBrIcO,FuneRondon,fitness
88,,2/15/2019 17:10,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pre-school have been calming down after our busy day with some yoga in the sensory room! We loves stretching our ar… https://t.co/BiUtx3XoEq,AshbridgeMaxy,fitness
89,,2/15/2019 17:10,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’m so sore that I can’t even sit to pee without holding on to something 😩 leg day was crucial. It’s the little things we take for granted 😤,haniokiee,fitness
90,,2/15/2019 17:08,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Leg day is my favorite! Lifting heavy weights makes me feel strong. Today was a good workout day but there are some… https://t.co/qtXmKCCtet,AlyFitness,fitness
91,,2/15/2019 17:08,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",so ready for leg day today 🤪,_celiaaaxo,fitness
92,,2/15/2019 17:07,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",went way too hard on leg day yesterday i cannot w a l k,dayruinxd,fitness
93,,2/15/2019 17:07,[],en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","After leg day today we went for a run. 

I said, maybe I can push your truck once we’re done, thinking surely we ca… https://t.co/8sTedAx1hb",ChristieNixLife,fitness
94,,2/15/2019 17:07,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Got a love/hate relationship with leg day,DougMaffia,fitness
95,,2/6/2019 15:52,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","""Just 3.5 months after my accident I was back in the gym. We discussed my injuries &amp; limited mobility, &amp; what I cou… https://t.co/kxpXdmCO1x",CrossFit,fitness
96,,2/15/2019 16:57,"[{'text': 'ThatBack', 'indices': [130, 139]}]",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @mrs_boods: When you come home after an intense wod and your hubby says “your back is all blown up” you gotta take a pic 😂💪🏼💯🔥 #ThatBack…,m_boods,fitness
97,,2/15/2019 16:48,"[{'text': 'weekendworkout', 'indices': [35, 50]}, {'text': 'wodifywod', 'indices': [90, 100]}, {'text': 'crossfit', 'indices': [101, 110]}, {'text': 'wod', 'indices': [111, 115]}]",en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","How many rounds can you get?! This #weekendworkout is powered by @realfitnesssarasota! 
-
#wodifywod #crossfit #wod… https://t.co/ejNHsrlnZ3",Wodify,fitness
98,"{'type': 'Point', 'coordinates': [-96.9182908, 32.8985561]}",2/15/2019 16:23,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Burpees in the middle of the WOD ( 2 different times) were tough @ CrossFit Luna https://t.co/kBQDB8AZLW,Drleostev,fitness
99,,2/15/2019 16:22,"[{'text': 'CrossFit', 'indices': [72, 81]}, {'text': 'gymlife', 'indices': [82, 90]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Me attempting to walk after a WOD filled with overhead walking lunges … #CrossFit #gymlife https://t.co/F3m1pz0PzR,AdamsWorldBlog,fitness
100,,2/12/2019 3:35,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jiu Jistu Twice today and I still lifted,KeatonLeiter,fitness
101,,2/7/2019 14:58,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @kaijupower: Before. During. After. Wrestling class and jiu jistu competition class. Thank you to the Vanilla Gorilla himself, @thecoutu…",wrestlefan79,fitness
102,,2/6/2019 19:41,[],en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",$50 a month for Morning Brazilian Jiu Jistu and Boxing with a 12 month contract. Come in and sign up today!… https://t.co/iPKYWWFoIn,PalmBeachBoxing,fitness
103,,2/5/2019 19:20,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DariusExMachina Also as someone that did MMA, you dont have that sport without wrestling or Jiu Jistu neither of w… https://t.co/DWEyxTPuYs",Orzaidus,fitness
104,,2/9/2019 18:30,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pilates instructor: HOW BAD DO YOU WANT IT 

me: idk not that badly i realized",stephsstone,fitness
